task_id,type,example_id,arxiv_id,kind,categories,prompt,answer
2404.08870#3:bound-cloze:2,bound-cloze,2404.08870#3,2404.08870,corollary,derandomization; fine-grained; hardness-of-approximation; parameterized,"Assume ETH. For any computable function f(k) and any constant ε ∈ (0,1) , every algorithm that takes as input a satisfiable parameterized 2CSP instance with k variables, [MASK] constraints and size- n alphabet finds an assignment satisfying 1-ε fraction of the constraints, must take f(k)n^ k^ Ω (1/ log (1/ε) ) time.",O(k)
2404.08870#3:paper-subarea:3,paper-subarea,2404.08870#3,2404.08870,corollary,derandomization; fine-grained; hardness-of-approximation; parameterized,"Assume ETH. For any computable function f(k) and any constant ε ∈ (0,1) , every algorithm that takes as input a satisfiable parameterized 2CSP instance with k variables, O(k) constraints and size- n alphabet finds an assignment satisfying 1-ε fraction of the constraints, must take f(k)n^ k^ Ω (1/ log (1/ε) ) time.

[MASK]",derandomization; fine-grained; hardness-of-approximation; parameterized
2404.08870#4:paper-subarea:4,paper-subarea,2404.08870#4,2404.08870,theorem,derandomization; fine-grained; hardness-of-approximation; parameterized,"Assume ETH. There exists some constant ρ ≥ 1 , such that for any computable function f(k) , any algorithm deciding (k, ρ · k) - sc ExactCover must take runtime f(k)| S |^ k^ 1-o(1) .

[MASK]",derandomization; fine-grained; hardness-of-approximation; parameterized
2404.08870#5:bound-cloze:3,bound-cloze,2404.08870#5,2404.08870,proposition,derandomization; fine-grained; hardness-of-approximation; parameterized,"Assume ETH. For any constant ρ ≥ 1 and computable function f(k) , any algorithm deciding (k, ρ · k) - sc ExactCover must take runtime f(k)| S |^ k^ [MASK] .",Ω(1/ log (ρ) )
2404.08870#20:bound-cloze:4,bound-cloze,2404.08870#20,2404.08870,theorem,derandomization; fine-grained; hardness-of-approximation; parameterized,"There exists an absolute constant 0<δ_star ≤ 2^ -100 such that sc CktVal has an ( O(1), log |w| + [MASK], δ_star , frac 12, {0,1} ) -PCPP verifier P _ sf ckt , where |w| is the input length of sc CktVal .",O( log ^ 0.1 |w|)
2405.10774#1:paper-subarea:1,paper-subarea,2405.10774#1,2405.10774,theorem,descriptive-logic; hardness-of-approximation,"Let B be a finite relational structure then: kl single choice holds in Pol ( B ) and CSP ( B ) is NP-complete, or kl single choice fails in Pol ( B ) and CSP ( B ) is tractable.

[MASK]",descriptive-logic; hardness-of-approximation
2405.10774#2:paper-subarea:2,paper-subarea,2405.10774#2,2405.10774,theorem,descriptive-logic; hardness-of-approximation,"Let ( A , B ) be a Boolean PCSP kl (PCSP) template . If Pol ( A , B ) consists of some linear threshold functions, then PCSP ( A , B ) is NP-hard or solvable in polynomial time.

[MASK]",descriptive-logic; hardness-of-approximation
2405.10774#9:paper-subarea:3,paper-subarea,2405.10774#9,2405.10774,theorem,descriptive-logic; hardness-of-approximation,"Let ( A , B ) be a PCSP kl (PCSP) template . If the kl injective layered condition holds in Pol ( A , B ) then PCSP ( A , B ) (in the decision version) is NP-hard.

[MASK]",descriptive-logic; hardness-of-approximation
2405.10774#10:paper-subarea:4,paper-subarea,2405.10774#10,2405.10774,theorem,descriptive-logic; hardness-of-approximation,"Let ( A , B ) be Boolean kl (PCSP) template such that Pol ( A , B ) ⊆ TheMinion , then: PCondition holds for Pol ( A , B ) and PCSP ( A , B ) is solvable in polynomial time, or PCondition fails in Pol ( A , B ) and PCSP ( A , B ) is NP-hard. In the first case constant, MIN , MAX , AT , or THR t (for some real number t ), or their kl negated counterparts, are included in Pol ( A , B ) .

[MASK]",descriptive-logic; hardness-of-approximation
2409.04549#2:paper-subarea:1,paper-subarea,2409.04549#2,2409.04549,theorem,derandomization,"For infinitely many N and all constant 0 < δ ≤ 0.99 , there exists an explicit, biregular, two-sided (K_ L , ε_L = 0.01, K_ R , ε_ R = 0.01) lossless expander Γ_ shortrightarrow : [N] × [D_L] → [M] where D_L = poly ( log N) , N^ 1.01δ - o(1) ≤ M ≤ D_L · N^ 1.01 δ , K_ L = N^ δ , and K_ R = min (O(M / D_L), O(N / (MD_L)) ) . On the other hand, for every such graph, there exists a set S ⊆ R , vertS vert = O(K_R) , on the right side which has less than 1/2 · D_R · vertS vert neighbors on the left.

[MASK]",derandomization
2409.04549#3:paper-subarea:2,paper-subarea,2409.04549#3,2409.04549,theorem,derandomization,"For infinitely many N and all constant 0 < δ < 0.99 , there exists an explicit regular (K, ε = 0.01) lossless expander G = (V, E) where |V| = N , the degree is D where N^ 1 - 1.01δ ≤ D ≤ N^ 1 - 1.01δ + o(1) and K = min (N^ δ , N^ 1 - 1.01δ - o(1) ) . Furthermore, G with one vertex is removed, is endowed with a free group action from the multiplicative group F _q , where q= poly ( log N) .

[MASK]",derandomization
2409.04549#4:bound-cloze:1,bound-cloze,2409.04549#4,2409.04549,theorem,derandomization,"For every field F _q and n, s ∈ N with 15 ≤ (s+1) < n < char( F _q) , and any δ>0 , there exists an explicit bipartite graph G = (Lsqcup R, E) with L = F _q^n, R = F _q^ s+2 with left degree d_L=q and right degree d_R= q^ n - (s+1) such that G is a two-sided (K_L, A_L, K_R, A_R) expander where K_L=[MASK] , A_L = q - n(s+2) , K_R=δ q^ min (s+1, n - (s+1)) , A_R = (1 - O (δ · (q-1)/(q) ) )q^ n - (s+1) .",Ω(q^ s+1 )
2409.04549#4:paper-subarea:3,paper-subarea,2409.04549#4,2409.04549,theorem,derandomization,"For every field F _q and n, s ∈ N with 15 ≤ (s+1) < n < char( F _q) , and any δ>0 , there exists an explicit bipartite graph G = (Lsqcup R, E) with L = F _q^n, R = F _q^ s+2 with left degree d_L=q and right degree d_R= q^ n - (s+1) such that G is a two-sided (K_L, A_L, K_R, A_R) expander where K_L=Ω(q^ s+1 ) , A_L = q - n(s+2) , K_R=δ q^ min (s+1, n - (s+1)) , A_R = (1 - O (δ · (q-1)/(q) ) )q^ n - (s+1) .

[MASK]",derandomization
2409.04549#6:paper-subarea:4,paper-subarea,2409.04549#6,2409.04549,theorem,derandomization,"The KT graph G is a right (K_R,A_R) -lossless expander where K_R=δ min ( vertR vert , vertL vert / vertR vert ) , ε_R=O(δ · (q-1)/(q)) for arbitrary 0 < δ < 1 . In other words, for any subset T ⊆ R , vertT vert ≤ K_R , T has at least (1-ε_R)d_R|T| neighbors on the left.

[MASK]",derandomization
2409.04549#35:bound-cloze:2,bound-cloze,2409.04549#35,2409.04549,theorem,derandomization,"For infinitely many N and all 0 < δ < 0.99 , there exists an explicit biregular two-sided (K_ L , ε_L = 0.01, K_ R , ε_ R = 0.01) lossless expander Γ_ shortrightarrow : [N] × [D_L] → [M] where D_L ≤ [MASK] , N^ 1.01 · δ - o(1) ≤ M ≤ D_L · N^ 1.01 · δ , K_ L = N^ δ , K_ R = (1)/(50) · (1 / D_L) · min (M, N / M) .",O( log ^ 204 (N))
2409.04549#36:bound-cloze:3,bound-cloze,2409.04549#36,2409.04549,lemma,derandomization,"Let α, ε_L, ε_R ∈ (0, 1) and K_ R , n, k_L, q ∈ N be such that q is a prime number, frac h^ 1+α 2 ≤ q ≤ h^ 1+α where h = (4nk_L/ε_L)^ 1/α and such that both (4)/(k_L) log (2n/ε_L) ≤ α and k_L(1+α) ≤ n . Then, there exists an explicit biregular (K_ L , ε_L, K_ R , ε_ R ) two-sided lossless expander Γ_ shortrightarrow : [N] × [D_L] → [M] where N = q^n, K_ L = q^ k_L , K_ L ^ 1+α - 1 / log (h) ≤ M ≤ D_L · K_ L ^ 1+α , D_L ≤ [MASK]^ 1 + 1/α + o(1) , frac K_ R q^ min (s+2, n-s) · (q-1)/(2) ≤ ε_R where s+2 = lceil k_L / log _q(h) rceil .",O( log (N) log (K_ L ) / ε_L)
2409.07285#13:bound-cloze:1,bound-cloze,2409.07285#13,2409.07285,definition,descriptive-logic,"A fractional operation ω ∈ mathscr F _A^ (ell ) improves a valued relation R ∈ mathscr R ^ (k) _A if for all [MASK], ... ,t^ ell ∈ A^k E := E_ω[f mapsto R(f(t^1, ... ,t^ ell ))] exists, and quad E ≤ frac 1 ell Σ _ j = 1 ^ ell R(t^j).",t^1
2409.07285#17:paper-subarea:1,paper-subarea,2409.07285#17,2409.07285,theorem,descriptive-logic,"Let A be a valued structure over a finite signature such that Aut (Q;<) ⊆ Aut ( A ) . Then VCSP ( A ) is in NP.

[MASK]",descriptive-logic
2409.07285#23:paper-subarea:2,paper-subarea,2409.07285#23,2409.07285,theorem,descriptive-logic,"If A is a relational structure such that Aut ( A ) = Sym (Q) , then exactly one of the following cases applies. const ∈ Pol ( A ) or inj ∈ Pol ( A ) . In this case, for every reduct A ' of A with a finite signature, CSP ( A ') is in P. The relation Dis has a primitive positive definition in A . In this case, A pp-constructs K_3 and A has a reduct A ' with a finite signature such that CSP ( A ') is NP-complete.

[MASK]",descriptive-logic
2409.07285#28:paper-subarea:3,paper-subarea,2409.07285#28,2409.07285,theorem,descriptive-logic,"Let A be a valued structure with a countably infinite domain Q over a finite relational signature such that Aut ( A ) = Sym (Q). Then exactly one of the following two cases applies. ( ≠ )_0^ ∞ ∈ le A rangle and Dis ∈ le A rangle . In this case, A pp-constructs K_3 , and VCSP ( A ) is NP-complete. const ∈ fPol ( A ) or inj ∈ fPol ( A ) . In both of these cases, VCSP ( A ) is in P.

[MASK]",descriptive-logic
2409.07285#39:paper-subarea:4,paper-subarea,2409.07285#39,2409.07285,theorem,descriptive-logic,"Let A be a relational structure with Aut (Q; <) ⊆ Aut ( A ) . Then exactly one of the following is true. At least one of the operations const , min , mx , mi , ll , or one of their duals lies in Pol ( A ) . In this case, for every reduct A ' of A with a finite signature, CSP ( A ') is P. A primitively positively defines one of the relations Betw , Cycl , Sep , T_3 , -T_3 , or Dis . In this case, A has a reduct A ' with a finite signature such that CSP ( A ') is NP-complete. Moreover, if A has a finite signature, then it is decidable whether item 1 or item 2 holds.

[MASK]",descriptive-logic
2410.11557#5:paper-subarea:1,paper-subarea,2410.11557#5,2410.11557,theorem,counting-complexity,"Suppose F is a finite set of sf EO signatures with arity less or equal than 4. Then \#sf EO ( F ) is either polynomial time computable or \#P-hard. The classification criterion is explicit.

[MASK]",counting-complexity
2410.11557#6:paper-subarea:2,paper-subarea,2410.11557#6,2410.11557,theorem,counting-complexity,"Suppose F is a finite set of pure-up (pure-down) sf EO signatures. Then \#sf EO ( F ) is either polynomial time computable or \#P-hard. The classification criterion is explicit.

[MASK]",counting-complexity
2410.11557#16:paper-subarea:3,paper-subarea,2410.11557#16,2410.11557,theorem,counting-complexity,"Suppose F is a finite set of signatures mapping Boolean inputs to complex numbers. If F ⊆ mathscr A or F ⊆ mathscr P , then \#sf CSP ( F ) is computable in polynomial time. Otherwise, \#sf CSP ( F ) is \#P-hard.

[MASK]",counting-complexity
2410.11557#19:paper-subarea:4,paper-subarea,2410.11557#19,2410.11557,theorem,counting-complexity,"Let f be a quaternary sf EO signature, then sf Holant ( ≠ _2mid f) is \#P-hard except for the following cases: a. f ∈ mathscr P (equivalently, f ∈ sf EO ^ M and τ(f) ⊆ mathscr P ); b. f ∈ mathscr A (equivalently, f ∈ sf EO ^ M and τ(f) ⊆ mathscr A ); c. f ∈ mathscr M ⊗ Δ_1 ; d. f ∈ widetilde mathscr M ⊗ Δ_0 ; in which cases sf Holant ( ≠ _2mid f) is computable in polynomial time.

[MASK]",counting-complexity
2410.11557#27:bound-cloze:1,bound-cloze,2410.11557#27,2410.11557,lemma,counting-complexity,"Suppose f ∈ mathscr P is a non-trivial sf EO signature of arity 4. Then one of the following statements holds up to variable reordering: i. f ∈ mathscr P _1 , and f=λΔ_0^ ⊗ 2 ⊗ Δ_1^ ⊗ 2 ,λ ≠ 0 . ii. f ∈ mathscr P _2 , and either (1) or (2) holds. (1) f=Δ_0 ⊗ Δ_1 ⊗ ≠ _2^ a,b ,ab ≠ 0 . (2) f=( ≠ _4^ a,b ), ab ≠ 0. iii. f ∈ mathscr P _4 , and f=( ≠ _2^ a,b ⊗ ≠ _[MASK] ), abcd ≠ 0 .","2^ c,d"
2410.20935#2:paper-subarea:1,paper-subarea,2410.20935#2,2410.20935,theorem,counting-complexity; quantum-complexity; structural,"If P^ \# P =BPP_ parallel ^ NP then P^ \# P =ZPP^ NP .

[MASK]",counting-complexity; quantum-complexity; structural
2410.20935#4:bound-cloze:1,bound-cloze,2410.20935#4,2410.20935,lemma,counting-complexity; quantum-complexity; structural,"If function f is non-adaptively k(n) random-reducible to g then for all t(n) , f is non-adaptively 24t(n)k(n) random-reducible to g where condition (1) holds for at least 1-[MASK] of the r's in {0,1}^ 24t(n)k(n) .",2^ -t(n)
2410.20935#6:paper-subarea:2,paper-subarea,2410.20935#6,2410.20935,theorem,counting-complexity; quantum-complexity; structural,"If P^ \# P = BPP_ parallel ^ NP then P^ \# P is random reducible to NP .

[MASK]",counting-complexity; quantum-complexity; structural
2410.20935#8:bound-cloze:2,bound-cloze,2410.20935#8,2410.20935,lemma,counting-complexity; quantum-complexity; structural,"For all L in BPP^ NP _ parallel there exists polynomial time computable functions σ_ B , φ_ B such that Pr _ r ( L(x)=φ_ B (x,r, SAT (σ_ B (1,x,r)), ... , SAT (σ_ B (m, x, r))) ) ≥ 1-[MASK] .",2^ -n
2410.20935#10:paper-subarea:3,paper-subarea,2410.20935#10,2410.20935,theorem,counting-complexity; quantum-complexity; structural,"Any language that is random-reducible to a language in NP is also in coNP/poly ∩ NP/poly .

[MASK]",counting-complexity; quantum-complexity; structural
2410.20935#11:paper-subarea:4,paper-subarea,2410.20935#11,2410.20935,theorem,counting-complexity; quantum-complexity; structural,"Checkable sets in NP/poly ∩ coNP/poly are low for Σ_2^P .

[MASK]",counting-complexity; quantum-complexity; structural
2410.20935#20:bound-cloze:3,bound-cloze,2410.20935#20,2410.20935,lemma,counting-complexity; quantum-complexity; structural,"Given a Boolean function f:{0,1}^n → {0,1} and a post selection criteria h:{0,1}^n → {0,1} let p=Pr _ x ∈ {0,1}^n [f(x)=1| h(x)=1] =frac Σ _ x ∈ { 0 ,1 }^n f(x)h(x) Σ _ x ∈ { 0 ,1 }^n h(x) . Then for all g ≥ 1+ (1)/([MASK]) , there exists an FBPP_ parallel ^ NP^ f,h machine that approximates p to within a multiplicative factor of g.",poly(n)
2410.20935#21:bound-cloze:4,bound-cloze,2410.20935#21,2410.20935,lemma,counting-complexity; quantum-complexity; structural,"Given a Boolean function f:{0,1}^n → {0,1} , let p=Pr _ x ∈ {0,1}^n [f(x)=1]=(1)/(2^n) Σ _ x ∈ { 0 ,1 }^n f(x). Then for all g ≥ 1+ (1)/([MASK]) , there exists an FBPP_ parallel ^ NP^f machine that approximates p to within a multiplicative factor of g.",poly(n)
2410.23958#1:paper-subarea:1,paper-subarea,2410.23958#1,2410.23958,theorem,interactive-proofs; quantum-complexity; space-complexity,"normal sf NP xspace = texorpdfstring normal sf QIPL superscript normal HC xspace ⊆ normal sf QIPL xspace .

[MASK]",interactive-proofs; quantum-complexity; space-complexity
2410.23958#2:paper-subarea:2,paper-subarea,2410.23958#2,2410.23958,theorem,interactive-proofs; quantum-complexity; space-complexity,"The following holds : \[normal sf SAC xspace ^1 ∪ normal sf BQL xspace ⊆ texorpdfstring normal sf QIP subscript normal U sf L xspace ⊆ ∪ _ c(n)-s(n) ≥ 1/ poly (n) normal sf QIPL xspace _ O(1) [c,s] ⊆ normal sf P xspace .\]

[MASK]",interactive-proofs; quantum-complexity; space-complexity
2410.23958#3:paper-subarea:3,paper-subarea,2410.23958#3,2410.23958,theorem,interactive-proofs; quantum-complexity; space-complexity,"For any c(n)-s(n) ≥ Ω(1) , normal sf QIPL xspace _ O(1) [c,s] ⊆ normal sf NC xspace .

[MASK]",interactive-proofs; quantum-complexity; space-complexity
2410.23958#4:paper-subarea:4,paper-subarea,2410.23958#4,2410.23958,theorem,interactive-proofs; quantum-complexity; space-complexity,"texorpdfstring normal sf QSZK subscript normal U sf L xspace = texorpdfstring normal sf QSZK subscript normal U sf L subscript normal HV xspace = normal sf BQL xspace .

[MASK]",interactive-proofs; quantum-complexity; space-complexity
2410.23958#5:bound-cloze:1,bound-cloze,2410.23958#5,2410.23958,theorem,interactive-proofs; quantum-complexity; space-complexity,"Let c(n) , s(n) , and m(n) be functions such that 0 ≤ s(n) < c(n) ≤ 1 , c(n)-s(n) ≥ 1/ poly (n) , and 1 ≤ m(n) ≤ poly (n) . Then, it holds that : bf Closure under perfect completeness . \[ normal sf QIPL xspace _m[c,s] ⊆ normal sf QIPL xspace _ m+2 [1,1-(c-s)^2/2] and texorpdfstring normal sf QIP subscript normal U sf L xspace _m[c,s] ⊆ texorpdfstring normal sf QIP subscript normal U sf L xspace _ m+2 [1,1-(c-s)^2/2]. \] bf Error reduction . For any polynomial k(n) , \[ normal sf QIPL xspace _m[c,s] ⊆ normal sf QIPL xspace _ m' [1,[MASK] ] and texorpdfstring normal sf QIP subscript normal U sf L xspace _m[c,s] ⊆ texorpdfstring normal sf QIP subscript normal U sf L xspace _ m' [1,2^ -k ].\] Here, m' coloneqq O (km/ log frac 1 1-(c-s)^2/2 ) . bf Parallelization . texorpdfstring normal sf QIP subscript normal U sf L xspace _ 4m+1 [1,s] ⊆ texorpdfstring normal sf QIP subscript normal U sf L xspace _ 2m+1 [1,(1+ sqrt s )/2] .",2^ -k
2410.23958#14:bound-cloze:2,bound-cloze,2410.23958#14,2410.23958,definition,interactive-proofs; quantum-complexity; space-complexity,"Let us define three types of quantum circuits: bf Unitary quantum circuit . A unitary quantum circuit consists of a sequence of unitary quantum gates, each of which belongs to some fixed gate set that is universal for quantum computation, such as {normal sc H xspace , normal sc CNOT xspace , normal sc T xspace } . bf Almost-unitary quantum circuit . An almost-unitary quantum circuit generalizes a unitary quantum circuit acting on [MASK] qubits by allowing O(s(n)) single-qubit measurement gates normal sc M xspace in the computational basis, which are defined by a pinching channel : See Section 4.1.1 (particularly Definition 4.4) in for further details. This type of channel, also referred to as a completely phase-damping channel, is discussed in . \[Φ^ normal sc M xspace (ρ) coloneqq ket 0 bra 0 Tr rbra * M_0 ρ + ket 1 bra 1 Tr rbra * M_1 ρ , where M_b coloneqq ket b bra b for b ∈ {0,1}.\] bf Isometric quantum circuit . An isometric quantum circuit extends a unitary quantum circuit acting on O(s(n)) qubits by allowing O(s(n)) ancillary gates. An ancillary gate is a non-unitary gate that takes no input and produces a single qubit in the state ket 0 as output. For convenience, we treat almost-unitary quantum circuits as a special case of isometric quantum circuits. More specifically, by applying the principle of deferred measurements (e.g., ) to an almost-unitary quantum circuit, we obtain an isometric quantum circuit in which each measurement gate is simulated by an ancillary gate, and all ancillary qubits are measured at the end. For a promise problem I = ( I _ rm yes , I _ rm no ) , a family of unitary, almost-unitary, or isometric quantum circuits {C_x: x ∈ I } is called s(n) -space-bounded if there is a deterministic Turing machine that, given any input x ∈ I with input length n coloneqq |x| , runs in space O(s(n)) (and hence time 2^ O(s(n)) ) and outputs a description of C_x , where C_x accepts if x ∈ I _ rm yes , rejects if x ∈ I _ rm no , acts on O(s(n)) qubits, and consists of 2^ O(s(n)) gates.",O(s(n))
2410.23958#15:bound-cloze:3,bound-cloze,2410.23958#15,2410.23958,definition,interactive-proofs; quantum-complexity; space-complexity,"Let α(n) , β(n) , r(n) be logspace computable functions such that 0 ≤ β(n) < α(n) ≤ 1 , α(n)-β(n) ≥ 1/ poly (n) and 1 ≤ r(n) ≤ [MASK] . Let Q_0 and Q_1 be polynomial-size unitary quantum circuits acting on O( log n) qubits, with r(n) specified output qubits. Here, n represents the total number of gates in Q_0 and Q_1 . For b ∈ {0,1} , let ρ_b denote the quantum states obtained by running Q_b on the all-zero state ket bar 0 and tracing out the non-output qubits, then the promise is that one of the following holds: Yes instances: A pair of quantum circuits (Q_0,Q_1) such that T (ρ_0,ρ_1) ≥ α(n) ; No instances: A pair of quantum circuits (Q_0,Q_1) such that T (ρ_0,ρ_1) ≤ β(n) .",O( log n)
2410.23958#19:bound-cloze:4,bound-cloze,2410.23958#19,2410.23958,definition,interactive-proofs; quantum-complexity; space-complexity,"A Boolean circuit C colon {0,1}^n → {0,1} is defined as an normal sf SAC xspace ^1 circuit if it has depth [MASK] , includes unbounded fan-in OR ( vee ) gates, bounded fan-in AND ( wedge ) gates ( e.g., with fan-in 2 ) , and has negation ( ¬ ) gate restricted to the input level. The problem is to decide whether a given (logspace-)uniform normal sf SAC xspace ^1 circuit C , whose description can be computed by a deterministic logspace Turing machine, evaluates to 1 .",O( log n )
2412.06395#1:bound-cloze:1,bound-cloze,2412.06395#1,2412.06395,lemma,query-complexity,"Let n be a positive integer. Then, \[ D _ u ( IND _n) = [MASK], qquad R _ u ( IND _n) = Θ(2^n), qquad Q _ u ( IND _n) = Θ(2^ n/2 ). \]",Θ(2^n)
2412.06395#3:paper-subarea:1,paper-subarea,2412.06395#3,2412.06395,theorem,query-complexity,"For f : {0, 1}^n → {0, 1} , we have \[ D _ u (f) = O( R _ u (f)^3), qquad D _ u (f) = O( Q _ u (f)^6). \]

[MASK]",query-complexity
2412.06395#6:bound-cloze:2,bound-cloze,2412.06395#6,2412.06395,definition,query-complexity,"For an integer n > 0 , and a string x ∈ {0, 1}^n , let bin (x) denote the integer in [[MASK]] whose binary representation is given by x . Define the Indexing function on n + 2^n variables, denoted IND _ n : {0, 1}^ n + 2^n → {0, 1} by \[ IND _n(x, y) = y_ bin (x) . \] We refer to the x -variables as addressing variables and the y -variables as target variables .",2^n
2412.06395#7:bound-cloze:3,bound-cloze,2412.06395#7,2412.06395,definition,query-complexity,"For an even integer n > 0 , define mIND _n , as follows: The function mIND _n is defined on n + binom n n/2 (which is [MASK] ) variables, where the latter binom n n/2 variables are indexed by all n -bit strings of Hamming weight exactly n/2 . For (x, y) ∈ {0, 1}^ n + binom n n/2 , define \[ mIND _n(x, y) = 0 & |x| < n/2 1 & |x| > n/2 y_x & normal otherwise . \]",Θ(2^n/ sqrt n )
2412.06395#16:bound-cloze:4,bound-cloze,2412.06395#16,2412.06395,fact,query-complexity,"Let n be a positive integer. Then, \[ D ( IND _n) = n+1, qquad R ( IND _n) = [MASK], qquad Q ( IND _n) = Ω(n). \]",Ω(n)
2412.06395#24:paper-subarea:2,paper-subarea,2412.06395#24,2412.06395,theorem,query-complexity,"Algorithm correctly computes f_ u , and makes at most O( C _ u (f) bs _ u (f)) queries. Thus D _ u (f) = O( C _ u (f) · bs _ u (f)) .

[MASK]",query-complexity
2412.20114#2:bound-cloze:1,bound-cloze,2412.20114#2,2412.20114,corollary,algebraic-complexity; circuit-complexity; proof-complexity,"Assume that n ≥ 1 and 1 ≤ d ≤ n , F \ is a field of characteristic strictly greater than max ([MASK],n^d) , and f( overline x ) is a symmetric polynomial of degree d such that f( overline x )-β has no 0-1 solution, for β ∈ F . Suppose that g is a multilinear polynomial such that \[ g(overline x ) · (f( overline x ) - β) = 1 mod overline x ^2 - overline x . \] Then, the degree of g( overline x ) is at least n-d+1 . Accordingly, the degree of every Nullstellensatz refutation of f( overline x ) - β is at least n+1 .",2^n
2412.20114#2:paper-subarea:1,paper-subarea,2412.20114#2,2412.20114,corollary,algebraic-complexity; circuit-complexity; proof-complexity,"Assume that n ≥ 1 and 1 ≤ d ≤ n , F \ is a field of characteristic strictly greater than max (2^n,n^d) , and f( overline x ) is a symmetric polynomial of degree d such that f( overline x )-β has no 0-1 solution, for β ∈ F . Suppose that g is a multilinear polynomial such that \[ g(overline x ) · (f( overline x ) - β) = 1 mod overline x ^2 - overline x . \] Then, the degree of g( overline x ) is at least n-d+1 . Accordingly, the degree of every Nullstellensatz refutation of f( overline x ) - β is at least n+1 .

[MASK]",algebraic-complexity; circuit-complexity; proof-complexity
2412.20114#3:bound-cloze:2,bound-cloze,2412.20114#3,2412.20114,claim,algebraic-complexity; circuit-complexity; proof-complexity,"Let n ≥ 1 and 1 ≤ d ≤ n . If k is such that k ≤ n-d , then e _ d,n (overline x ) · e _ k,n (overline x ) = [MASK] · e _ d+k,n (overline x ) + [ small degree ≤ d+k-1 terms ] mod overline x ^2- overline x .",2^ d+k
2412.20114#5:bound-cloze:3,bound-cloze,2412.20114#5,2412.20114,corollary,algebraic-complexity; circuit-complexity; proof-complexity,"Let n ≥ 1 , m= n choose 2 , and F be a field with char ( F )>max (2^ 4n+2m ,n^d) . Let f ∈ F [ overline q @ifnextchar ^ ] be a symmetric polynomial with n variables of degree d=[MASK] , and f^star ( overline z @ifnextchar ^ , overline x ) be as in Cref eq:intro:1588:15 . Let β ∈ F be such that f^star ( overline z @ifnextchar ^ , overline x )-β=0 and f( overline q @ifnextchar ^ )-β=0 are each unsatisfiable over Boolean values. Then, any up roABP-texorpdfstring up IPS _ up LIN ' xspace IPS-LIN' \ refutation (in any variable order) of f^star ( overline z @ifnextchar ^ , overline x )-β=0 (together with the Boolean axioms to the overline x - and overline z @ifnextchar ^ -variables) requires 2^ Ω(n) -size.",O( log n)
2412.20114#5:paper-subarea:2,paper-subarea,2412.20114#5,2412.20114,corollary,algebraic-complexity; circuit-complexity; proof-complexity,"Let n ≥ 1 , m= n choose 2 , and F be a field with char ( F )>max (2^ 4n+2m ,n^d) . Let f ∈ F [ overline q @ifnextchar ^ ] be a symmetric polynomial with n variables of degree d=O( log n) , and f^star ( overline z @ifnextchar ^ , overline x ) be as in Cref eq:intro:1588:15 . Let β ∈ F be such that f^star ( overline z @ifnextchar ^ , overline x )-β=0 and f( overline q @ifnextchar ^ )-β=0 are each unsatisfiable over Boolean values. Then, any up roABP-texorpdfstring up IPS _ up LIN ' xspace IPS-LIN' \ refutation (in any variable order) of f^star ( overline z @ifnextchar ^ , overline x )-β=0 (together with the Boolean axioms to the overline x - and overline z @ifnextchar ^ -variables) requires 2^ Ω(n) -size.

[MASK]",algebraic-complexity; circuit-complexity; proof-complexity
2412.20114#6:bound-cloze:4,bound-cloze,2412.20114#6,2412.20114,theorem,algebraic-complexity; circuit-complexity; proof-complexity,"Let F be a field of characteristic ≥ 5 and let P(overline u , overline z ) be as defined above. Then P(overline u , overline z ), {u_i^2-u_i}_i, {z_i^2-z_i}_i is unsatisfiable as long as β ∉ {-1, 0, 1} . And any up roABP-texorpdfstring up IPS _ up LIN ' xspace IPS-LIN' \ refutation of P(overline u , overline z ), {u_i^2-u_i}_i, {z_i^2-z_i}_i requires exp ([MASK]) size. Moreover, any multilinear-formula-IPS refutation requires n^ Ω( log n) size and any product-depth- Δ multilinear-formula-IPS requires size n^ Ω((n/ log n)^ 1/Δ /Δ^2) .",Ω(n)
2412.20114#6:paper-subarea:3,paper-subarea,2412.20114#6,2412.20114,theorem,algebraic-complexity; circuit-complexity; proof-complexity,"Let F be a field of characteristic ≥ 5 and let P(overline u , overline z ) be as defined above. Then P(overline u , overline z ), {u_i^2-u_i}_i, {z_i^2-z_i}_i is unsatisfiable as long as β ∉ {-1, 0, 1} . And any up roABP-texorpdfstring up IPS _ up LIN ' xspace IPS-LIN' \ refutation of P(overline u , overline z ), {u_i^2-u_i}_i, {z_i^2-z_i}_i requires exp (Ω(n)) size. Moreover, any multilinear-formula-IPS refutation requires n^ Ω( log n) size and any product-depth- Δ multilinear-formula-IPS requires size n^ Ω((n/ log n)^ 1/Δ /Δ^2) .

[MASK]",algebraic-complexity; circuit-complexity; proof-complexity
2412.20114#7:paper-subarea:4,paper-subarea,2412.20114#7,2412.20114,corollary,algebraic-complexity; circuit-complexity; proof-complexity,"Let P(overline u , overline z ) be as defined above. Let g(overline u , overline z ) be a polynomial that agrees with 1/P(overline u , overline z ) over the Boolean cube. Then, any multilinear formula that agrees with g(overline u , overline z ) over the Boolean cube must have size exp (Ω(n)) .

[MASK]",algebraic-complexity; circuit-complexity; proof-complexity
2501.00831#4:paper-subarea:1,paper-subarea,2501.00831#4,2501.00831,theorem,query-complexity,"theorem muxsize 2 · 4^n ≤ size _ u ( MUX _n) ≤ 4^ n+1 - 3^n .

[MASK]",query-complexity
