paper_id,arxiv_id,title,year,venue_short,categories,status,n_examples,source_chars,classes_used,problems_used,hypotheses_used
arxiv:2404.08870,2404.08870,"Almost Optimal Time Lower Bound for Approximating Parameterized Clique, CSP, and More, under ETH",2024,,derandomization; fine-grained; hardness-of-approximation; parameterized,ok,69,164727,FPT:8; NP:4; P:1; PCP:24,3SAT:8; CSP:57; Circuit Evaluation:1; Clique:1; Error-Correcting Code:6; Matrix Multiplication:3; Parity:1,ETH:46; P != NP:1; Rich Verifier / Gap-ETH:7
arxiv:2404.16722,2404.16722,Clique Is Hard on Average for Sherali-Adams with Bounded Coefficients,2024,,proof-complexity,ok,53,193421,NP:7; P:5; PCP:1,Clique:7; Matrix Multiplication:1; Planted Clique:2; Vertex Cover:73,ETH:3; P != NP:3
arxiv:2405.03518,2405.03518,Reinforcement Nash Equilibrium Solver,2024,,total-search,ok,1,62723,FP:21; NC:13; NE:64; PPAD:3; PSPACE:1; RL:20; SL:11,Nash Equilibrium:6; Sorting/Selection:3,
doi:10.1145/3661814.3662072,2405.10774,Injective hardness condition for PCSPs,2024,,descriptive-logic; hardness-of-approximation,ok,51,138588,NP:31; PCP:6; WP:4,3SAT:1; CSP:36; Dominating Set:1; Graph Coloring:2; Label Cover:11; Majority:1,P != NP:2
arxiv:2405.18439,2405.18439,The Polynomial Hierarchy does not collapse,2024,,structural,ok,9,27247,PiP:2; PikP:6; SigmaP:3; SigmakP:6,,P != NP:1; PH does not collapse:7
arxiv:2406.06821,2406.06821,Streaming Algorithms with Few State Changes,2024,,space-complexity,ok,18,96762,,Permanent:1,
arxiv:2406.08847,2406.08847,Roping in Uncertainty: Robustness and Regularization in Markov Games,2024,,total-search,ok,37,131991,NE:44; PPAD:15; RL:6,Nash Equilibrium:11,
arxiv:2406.10476,2406.10476,Simulating Polynomial-Time Nondeterministic Turing Machines via Nondeterministic Turing Machines,2024,,proof-complexity,ok,46,144495,BPP:5; BQP:10; EXP:5; L:17; MA:92; NEXP:5; NP:157; NTIME:6; P:20; PH:4; coNEXP:3; coNP:171,Factoring/Discrete Log:1; SAT:2; TSP:2,P != NP:13
arxiv:2407.02898,2407.02898,"Matching (Multi)Cut: Algorithms, Complexity, and Enumeration",2024,,parameterized,ok,41,114686,FPT:20; NP:5; coNP:1,Clique:1; Independent Set:9; Matching:3; Pigeonhole:1; Vertex Cover:14,
arxiv:2407.03934,2407.03934,Near-optimal Size Linear Sketches for Hypergraph Cut Sparsifiers,2024,,space-complexity,ok,91,219722,,Error-Correcting Code:2; Majority:7; Parity:1; Pigeonhole:3,
doi:10.22331/q-2026-02-11-2004,2407.15499,Complexity of geometrically local stoquastic Hamiltonians,2024,,derandomization; quantum-complexity,ok,23,130118,EXP:1; MA:90; NP:15; QMA:20,Local Hamiltonian:26; MAX-SAT:1; Max-Cut:1; Partition Function:1,
arxiv:2407.19608,2407.19608,Equality cases of the Stanley--Yan log-concave matroid inequality,2024,,structural,ok,49,163364,BH:8; E:2; FP:2; MA:3; NL:32; NP:20; P:20; PH:20; PP:1; PSPACE:2; coNP:11; sharpP:14,Independent Set:13,P != NP:1
arxiv:2408.17283,2408.17283,Non-Promise Version of Unique Sink Orientations,2024,,total-search,ok,48,129494,EOPL:7; FP:3; NP:1; PLS:6; PPA:6; PPAD:5; PPADS:8; PPP:7; TFNP:7; UEOPL:5; coNP:8,,ETH:1
arxiv:2409.04549,2409.04549,Two-Sided Lossless Expanders in the Unbalanced Setting,2024,,derandomization,ok,60,87831,,Parity:1,
arxiv:2409.05046,2409.05046,Fully Characterizing Lossy Catalytic Computation,2024,,space-complexity,ok,29,73312,NC0:2; NC1:2; NC2:1,Determinant:7; Error-Correcting Code:1,
arxiv:2409.07208,2409.07208,Almost-catalytic Computation,2024,,space-complexity,ok,21,79689,L:11; PSPACE:5; ZPP:4,Error-Correcting Code:6; Parity:27; Reachability/STCON:1; Tree Evaluation:1,
arxiv:2409.07285,2409.07285,A Complexity Dichotomy for Temporal Valued Constraint Satisfaction Problems,2024,,descriptive-logic,ok,53,109297,NP:36,CSP:59,P != NP:2
arxiv:2409.07398,2409.07398,The Complexity of Two-Team Polymatrix Games with Independent Adversaries,2024,,total-search,ok,17,67483,AH:1; CLS:11; NE:7; PPAD:1,Nash Equilibrium:22,
arxiv:2410.11557,2410.11557,P-time Algorithms for Typical #EO Problems,2024,,counting-complexity,ok,41,98596,FP^NP:3; NP:1; sharpP:37,CSP:32; Matrix Multiplication:3; Partition Function:79,
arxiv:2410.20935,2410.20935,Improved separation between quantum and classical computers for sampling and functional tasks,2024,,counting-complexity; quantum-complexity; structural,ok,26,52105,AM:7; BPP:21; BPP^NP:48; BQP:1; DQC1:6; EXP:1; FBPP:8; FBPP^NP:1; IQP:9; NL:1; NP:55; P:1; PH:13; PP:25; PPP:4; PP^PH:2; PSPACE:1; P^BPP^NP:1; P^NP:2; Pi2P:13; SampBQP:4; Sigma2P:20; SigmaP:1; ZPP:3; ZPP^NP:22; coAM:3; coNP:16; sharpP:38,Majority:1; Partition Function:2; Permanent:3; Quantum Circuit Sampling:2; SAT:33,PH does not collapse:1
arxiv:2410.21223,2410.21223,RE-completeness of entangled constraint satisfaction problems,2024,,counting-complexity; interactive-proofs,ok,95,230123,CZK:6; EXP:1; MIP:27; MIPstar:27; NEXP:9; NP:38; P:6; PCP:3,3SAT:9; CSP:162; Graph Coloring:2; Majority:25; Max-Cut:1; SAT:16; Unique Games:2,Unique Games Conjecture:2
arxiv:2410.23811,2410.23811,On the complexity of unique quantum witnesses and quantum approximate counting,2024,,counting-complexity; fine-grained; quantum-complexity; structural,ok,73,240715,BPP:4; BPP^NP:2; BQP:6; BQP^QMA:9; EXP:2; L:1; MA:1; NP:20; P:33; PCP:9; PH:1; PP:2; PSPACE:3; P^QMA:7; QCMA:11; QMA:153; QMA^L:1; QMA^QMA:11; QMA^QMA^QMA:1; RP:1,Clique:1; Local Hamiltonian:25; Majority:1; Orthogonal Vectors:2; SAT:8,ETH:90; Random Oracle / Relativization:2
doi:10.4230/lipics.ccc.2025.17,2410.23958,Space-bounded quantum interactive proof systems,2024,,interactive-proofs; quantum-complexity; space-complexity,ok,47,224857,AM:5; BPL:1; BQL:67; BQP:1; E:176; EXP:2; IP:9; L:2; LOGCFL:15; MIP:1; MIPstar:1; NC:29; NEXP:1; NL:4; NP:66; P:19; PSPACE:6; QIP:157; QMA:3; QSZK:63; SAC1:4,3SAT:15; Circuit Evaluation:2; Local Hamiltonian:1,P != NP:3
arxiv:2411.04392,2411.04392,The Computational Complexity of Variational Inequalities and Applications in Game Theory,2024,,total-search,ok,79,222639,FNP:1; FP:1; NP:13; PPAD:68; TFNP:3,3SAT:1; Majority:1; Nash Equilibrium:92; SAT:2,
arxiv:2411.04718,2411.04718,Approximate counting of permutation patterns,2024,,counting-complexity; fine-grained; parameterized,ok,22,120410,FPT:1; NP:1,3SUM:5; CSP:3,3SUM Conjecture:3; ETH:4; SETH:1
doi:10.1007/s00493-026-00202-5,2411.10179,Explicit constructions of optimal blocking sets and minimal codes,2024,,derandomization,ok,27,82260,,Error-Correcting Code:5,
arxiv:2411.15515,2411.15515,Finding Bugs in Short Proofs: The Metamathematics of Resolution Lower Bounds,2024,,proof-complexity; total-search,ok,90,308084,BPP:1; PLS:64; PP:5; PPA:7; PPP:7; TFNP:8,Majority:1; Matching:8; Nash Equilibrium:2; Parity:1; Pigeonhole:126; SAT:2; Sunflower:1,P != NP:2
arxiv:2412.01143,2412.01143,Space Complexity of Minimum Cut Problems in Single-Pass Streams,2024,,space-complexity,ok,31,87318,,Index:5,
arxiv:2412.02639,2412.02639,The Space Complexity of Approximating Logistic Loss,2024,,space-complexity,ok,14,92895,P:3,Index:16; SAT:1,
arxiv:2412.06395,2412.06395,Query Complexity with Unknowns,2024,,query-complexity,ok,26,55421,,Index:11; Majority:3; Search/Grover:6; Sensitivity/Block Sensitivity:7,
doi:10.1145/3618260.3649616,2412.20114,"Functional Lower Bounds in Algebraic Proofs: Symmetry, Lifting, and Barriers",2024,,algebraic-complexity; circuit-complexity; proof-complexity,ok,71,217463,AC0:20; TC0:9; VNP:1,Determinant:4; Knapsack:7; Pigeonhole:13; Subset Sum:18,
arxiv:2501.00831,2501.00831,Hazard-free Decision Trees,2025,,query-complexity,ok,47,129572,P:8,Majority:6; Parity:2; Pigeonhole:1; Sensitivity/Block Sensitivity:18,Sensitivity Conjecture:3
arxiv:2501.02626,2501.02626,On the Independence Assumption in Quasi-Cyclic Code-Based Cryptography,2025,,average-case,ok,15,65397,,Error-Correcting Code:1; Learning Parity with Noise:12; Parity:3,
arxiv:2501.02886,2501.02886,Local Enumeration: The Not-All-Equal Case,2025,,fine-grained,ok,9,22639,,,
arxiv:2501.03001,2501.03001,Approximating N-Player Nash Equilibrium through Gradient Descent,2025,,total-search,ok,4,35681,FP:5; NE:21; PPAD:2,Majority:1; Nash Equilibrium:28,
arxiv:2501.04377,2501.04377,On Computational Limits and Provably Efficient Criteria of Visual Autoregressive Models: A Fine-Grained Complexity Analysis,2025,,fine-grained,ok,34,93750,RL:2,Matrix Multiplication:1,ETH:7; SETH:20
arxiv:2501.04859,2501.04859,ETH-Tight FPT Algorithm for Makespan Minimization on Uniform Machines,2025,,fine-grained; parameterized,ok,9,36275,FPT:10; IP:14; NP:2; XP:1,Knapsack:1; Subset Sum:2,ETH:4
arxiv:2501.05500,2501.05500,A Survey of Interactive Verifiable Computing: Utilizing Low-degree Polynomials,2025,,interactive-proofs,ok,6,89868,BPP:2; IP:11; NP:94; P:3; coNP:11,3SAT:12; Clique:21; Hamiltonian Path/Cycle:19; Matrix Multiplication:3; SAT:26,P != NP:4
arxiv:2501.08905,2501.08905,Computing Game Symmetries and Equilibria That Respect Them,2025,,total-search,ok,37,140988,CLS:8; NE:13; PPAD:8,Graph Isomorphism:10; Group Isomorphism:1; Nash Equilibrium:53; Parity:1,
arxiv:2501.15952,2501.15952,Polynomial Kernel and Incompressibility for Prison-Free Edge Deletion and Completion,2025,,parameterized; structural,ok,32,119302,FPT:1; NP:8; coNP:1,Hitting Set:1; Independent Set:3; Sunflower:3; Vertex Cover:14,
doi:10.24963/ijcai.2024/367,2502.00434,Compilation and Fast Model Counting beyond CNF,2025,,parameterized,ok,47,116481,FPT:23,CSP:4; Parity:8; Pigeonhole:1,
arxiv:2502.02012,2502.02012,The $\text{FP}^\text{NP}$ versus #P dichotomy for #EO,2025,,counting-complexity,ok,66,154642,Delta2P:1; FP:4; FP^FP^NP:1; FP^NP:23; FP^sharpP:1; NP:12; PH:3; sharpP:53,CSP:30; Matrix Multiplication:3; Partition Function:102; Pigeonhole:1,PH does not collapse:1
arxiv:2502.05325,2502.05325,From Counterfactuals to Trees: Competitive Analysis of Model Extraction Attacks,2025,,query-complexity,ok,7,106934,,Majority:1,
arxiv:2502.05597,2502.05597,From an odd arity signature to a Holant dichotomy,2025,,counting-complexity,ok,68,132536,FP:3; FP^NP:27; NP:1; PH:1; sharpP:41,CSP:51; Majority:1; Matching:1; Matrix Multiplication:3; Partition Function:291,
arxiv:2502.06621,2502.06621,Three Fundamental Questions in Modern Infinite-Domain Constraint Satisfaction,2025,,descriptive-logic,ok,43,202758,E:5; E^L:1; FP:6; NP:19; RP:5,3SAT:1; CSP:233; Graph Coloring:1; Group Isomorphism:1; Model Checking:1,P != NP:2
arxiv:2502.07308,2502.07308,Explicit Codes approaching Generalized Singleton Bound using Expanders,2025,,derandomization,ok,52,155467,,Error-Correcting Code:13; Parity:11,
arxiv:2502.12000,2502.12000,The Complexity of Dynamic LZ77 is $\tildeΘ(n^{2/3})$,2025,,fine-grained,ok,53,162854,L:3,Edit Distance:2; LCS:37; Majority:1; Orthogonal Vectors:7,ETH:2; SETH:13
arxiv:2502.13065,2502.13065,Improving Algorithmic Efficiency using Cryptography,2025,,average-case,ok,24,85097,E:8; P:5,Determinant:13; Error-Correcting Code:2; Learning Parity with Noise:40; Matrix Multiplication:22; Parity:11,
arxiv:2502.13830,2502.13830,The Round Complexity of Black-Box Post-Quantum Secure Computation,2025,,average-case; hardness-of-approximation; quantum-complexity; structural,ok,85,566822,BPP:1; BQP:3; NP:6; P:3,Majority:1; Parity:1; Pigeonhole:1,P != NP:3
arxiv:2502.15330,2502.15330,Streaming Maximal Matching with Bounded Deletions,2025,,space-complexity,ok,21,102748,,CSP:1; Independent Set:1; Index:4; Pigeonhole:1; Vertex Cover:3,
arxiv:2502.17779,2502.17779,Simulating Time With Square-Root Space,2025,,space-complexity,ok,17,97510,ATIME:4; BPP:1; LOGSPACE:5; NL:2; NSPACE:1; NTIME:3; P:12; PSPACE:10; RP:1,Circuit Evaluation:1; Nisan-Wigderson:1; QBF/TQBF:3; Tree Evaluation:70,ETH:1; Random Oracle / Relativization:2; SETH:1
arxiv:2503.11108,2503.11108,Time and Memory Trade-off of KV-Cache Compression in Tensor Transformer Decoding,2025,,communication-complexity; space-complexity,ok,32,77715,,Index:5,
arxiv:2503.11131,2503.11131,PCP-free APX-Hardness of Nearest Codeword and Minimum Distance,2025,,derandomization,ok,13,29396,APX:2; NP:21; PCP:8,3SAT:2; Error-Correcting Code:3; SVP/CVP:5,ETH:1
arxiv:2503.12996,2503.12996,Semi-Streaming Algorithms for Graph Property Certification,2025,,space-complexity,ok,28,82390,AM:1; MA:4; NP:5; P:26,Clique:4; Graph Coloring:4; Independent Set:8; Matching:6; Set Disjointness:22; Vertex Cover:15,
arxiv:2503.13699,2503.13699,A classical proof of quantum knowledge for multi-prover interactive proof systems,2025,,derandomization; interactive-proofs; quantum-complexity,ok,19,93721,AM:1; E:2; QMA:3,Learning Parity with Noise:2; Local Hamiltonian:19; MAX-SAT:1,Cryptographic Assumptions:2
arxiv:2503.19188,2503.19188,Upper and Lower Bounds for the Linear Ordering Principle,2025,,structural,ok,45,107815,AM:12; APEPP:1; BPP:10; E:8; EXP:2; FBPP:3; FP:13; MA:19; MAEXP:2; NP:50; P:162; PH:10; PP:7; RP:1; S2P:1; TFNP:1; UEOPL:3; ZPP:1; ZPP^NP:1; prBPP:3,Pigeonhole:2; Range Avoidance:6; SAT:5,
doi:10.1145/3717823.3718167,2503.20071,Primes via Zeros: Interactive Proofs for Testing Primality of Natural Classes of Ideals,2025,,interactive-proofs,ok,56,178532,AM:37; EXP:2; EXPSPACE:4; NP:2; PH:5; PSPACE:9; Pi2P:3; Pi3P:5; Sigma3P:5; VP:3; coAM:6; coNP:10,Determinant:5; Factoring/Discrete Log:1,
arxiv:2503.21400,2503.21400,Lattice Based Crypto breaks in a Superposition of Spacetimes,2025,,interactive-proofs; quantum-complexity,ok,24,50608,BPP:1; BQP:16; NP:1; QCMA:1; SZK:32,Factoring/Discrete Log:2; Graph Isomorphism:3; Learning Parity with Noise:26; SVP/CVP:5,Cryptographic Assumptions:2
arxiv:2503.21951,2503.21951,"Average-Case Hardness of Parity Problems: Orthogonal Vectors, k-SUM and More",2025,,average-case; fine-grained,ok,34,147300,NP:1; PH:1; sharpP:3,Clique:5; Diameter:1; Matrix Multiplication:1; Orthogonal Vectors:10; Parity:108; Permanent:2; SAT:6,ETH:11; SETH:13
arxiv:2503.24351,2503.24351,Lifting for Arbitrary Gadgets,2025,,communication-complexity,ok,17,56139,AM:1; IP:7,Index:2; Parity:5; Search/Grover:2; Set Disjointness:1,Log-Rank Conjecture:1
arxiv:2504.00346,2504.00346,Improved Round-by-round Soundness IOPs via Reed-Muller Codes,2025,,interactive-proofs; query-complexity,ok,106,313815,L:2; NEXP:1; NP:12; PCP:5; PSPACE:1,Determinant:2; Error-Correcting Code:3,
arxiv:2504.01354,2504.01354,Dichotomies for \#CSP on graphs that forbid a clique as a minor,2025,,counting-complexity,ok,80,132295,NC:1; NP:1; PP:18; P^NP:1; sharpP:53,CSP:110; Majority:1; Matching:5; Matrix Multiplication:1; Parity:13; Partition Function:94; SAT:1,
arxiv:2504.01899,2504.01899,"Recovery Reductions, Conjectures, and Barriers",2025,,average-case; fine-grained,ok,45,109397,NP:1; SigmaP:29,3SAT:3; CSP:2; Clique:2; Hamiltonian Path/Cycle:2; Independent Set:3; Majority:9; Orthogonal Vectors:8; Parity:13; Pigeonhole:1; SAT:20; Vertex Cover:1; k-SAT:7,ETH:5; PH does not collapse:1
arxiv:2504.02115,2504.02115,Quantum algorithms through graph composition,2025,,query-complexity,ok,70,271949,,Collision/Element Distinctness:1; Forrelation:1; Majority:7; Parity:6; Pigeonhole:1; SVP/CVP:1; Search/Grover:2; Simon/Bernstein-Vazirani:1,
arxiv:2504.07006,2504.07006,Quasipolynomial bounds for the corners theorem,2025,,communication-complexity,ok,67,255510,L:2; SL:2; Wt:56,Majority:2; Pigeonhole:1; Sunflower:1,
arxiv:2504.08444,2504.08444,Collapsing Catalytic Classes,2025,,derandomization; space-complexity,ok,29,51215,E:7,Determinant:1; Tree Evaluation:1,
arxiv:2504.09991,2504.09991,Bipartite Matching is in Catalytic Logspace,2025,,derandomization; space-complexity,ok,29,89318,E:2,Determinant:4; Matching:21; Max-Flow:7; Range Avoidance:1; Reachability/STCON:1; Tree Evaluation:3,
arxiv:2504.14074,2504.14074,Holant* Dichotomy on Domain Size 3: A Geometric Perspective,2025,,counting-complexity,ok,51,238383,,CSP:10; Determinant:1; Equality:1; Matrix Multiplication:2; Orthogonal Vectors:5; Parity:4; Partition Function:249,
arxiv:2504.16820,2504.16820,Symmetric Proofs in the Ideal Proof System,2025,,descriptive-logic; proof-complexity,ok,39,129577,VNP:3; VP:1,Graph Isomorphism:10; Model Checking:1; PIT:2; Parity:2; Permanent:2; Pigeonhole:27; Subset Sum:12,
arxiv:2504.18640,2504.18640,Worst-Case and Average-Case Hardness of Hypercycle and Database Problems,2025,,average-case,ok,65,142794,SIZE:1,CSP:4; Clique:1; Matrix Multiplication:17,
arxiv:2504.18868,2504.18868,Approximating Nash Equilibria in General-Sum Games via Meta-Learning,2025,,total-search,ok,9,103881,NP:2; P:53; PPAD:3,Nash Equilibrium:61,P != NP:1
arxiv:2504.19054,2504.19054,Entrywise Approximation for Matrix Inversion and Linear Systems,2025,,algebraic-complexity; fine-grained,ok,55,249817,SC:2,APSP:25; Determinant:4; Majority:1; Matrix Multiplication:17,APSP Conjecture:3
arxiv:2504.19966,2504.19966,Quantum circuit lower bounds in the magic hierarchy,2025,,circuit-complexity; quantum-complexity,ok,81,193689,AC0:5; BPP:1; BQP:2; GapP:2; L:232; NC1:2; NP:2; PCP:2; QAC0:27; QMA:2; QNC:71; TC0:46; XP:1,Error-Correcting Code:2; Local Hamiltonian:13; Parity:32,
arxiv:2505.00181,2505.00181,On the Space Complexity of Online Convolution,2025,,space-complexity,ok,24,50668,,Determinant:1,
arxiv:2505.00894,2505.00894,Non-Adaptive Cryptanalytic Time-Space Lower Bounds via a Shearer-like Inequality for Permutations,2025,,space-complexity,ok,31,163184,,3SUM:1; Factoring/Discrete Log:3; Index:1; Majority:9,
arxiv:2505.05253,2505.05253,Gap-preserving reductions and RE-completeness of independent set games,2025,,hardness-of-approximation; interactive-proofs,ok,23,104273,MIP:35; MIPstar:1; NEXP:6; NP:7; PCP:4,3SAT:4; Independent Set:56; Unique Games:1,P != NP:1
arxiv:2505.06725,2505.06725,On Finding Randomly Planted Cliques in Arbitrary Graphs,2025,,average-case; hardness-of-approximation,ok,15,90750,BH:1; BPP:1; NP:3,Clique:2; Pigeonhole:1; Planted Clique:16; Unique Games:2; Vertex Cover:3; Vertex Expansion/SSE:1,Unique Games Conjecture:6
arxiv:2505.08496,2505.08496,Weighted Rewriting: Semiring Semantics for Abstract Reduction Systems,2025,,space-complexity,ok,47,152567,WP:9,Model Checking:1,
arxiv:2505.10201,2505.10201,A Fine-Grained Complexity View on Propositional Abduction -- Algorithms and Lower Bounds,2025,,fine-grained,ok,40,133326,NP:23; SigmaP:15; coNP:7,3SAT:3; CSP:2; Clique:2; Parity:1; QBF/TQBF:4; SAT:66,ETH:12; SETH:18
arxiv:2505.10789,2505.10789,"Bandwidth vs BFS Width in Matrix Reordering, Graph Reconstruction, and Graph Drawing",2025,,parameterized; query-complexity,ok,20,51988,NP:3,,
arxiv:2505.11892,2505.11892,Fast RoPE Attention: Combining the Polynomial Method and Fast Fourier Transform,2025,,fine-grained,ok,29,60087,NP:1; P:1,SAT:2,ETH:4; P != NP:1; SETH:10
arxiv:2505.15992,2505.15992,On the Complexity of Finding Approximate LCS of Multiple Strings,2025,,fine-grained,ok,28,48033,NP:5,Clique:1; Edit Distance:4; LCS:66; Matrix Multiplication:4; Orthogonal Vectors:12; SAT:1; Vertex Cover:1,ETH:4; P != NP:1; SETH:18
arxiv:2505.16457,2505.16457,Maximum Separation of Quantum Communication Complexity With and Without Shared Entanglement,2025,,communication-complexity; hardness-of-approximation; quantum-complexity,ok,13,43212,AH:2; AM:2; MIPstar:1,Matching:1; Parity:2,
arxiv:2506.01645,2506.01645,The Price of Being Partial: Complexity of Partial Generalized Dominating Set on Bounded-Treewidth Graphs,2025,,fine-grained; parameterized,ok,67,296125,SigmaP:12,CSP:19; Dominating Set:29; Hamiltonian Path/Cycle:1; Independent Set:10; Orthogonal Vectors:2; Parity:4; SAT:5; Set Cover:3; Vertex Cover:6,ETH:4; SETH:13
arxiv:2506.05495,2506.05495,Learning-Augmented Hierarchical Clustering,2025,,hardness-of-approximation,ok,58,237920,APX:1; NP:6,CSP:1; Max-Cut:1; Unique Games:1; Vertex Expansion/SSE:6,Unique Games Conjecture:1
arxiv:2506.07700,2506.07700,Refuting Perfect Matchings in Spectral Expanders is Hard,2025,,proof-complexity,ok,20,57775,NP:3; P:5; coNP:1,Matching:16; Parity:1,P != NP:1
arxiv:2506.12021,2506.12021,Monitoring graph edges via shortest paths: computational complexity and approximation algorithms,2025,,hardness-of-approximation,ok,15,58928,APX:10; NP:23; NTIME:2; SC:14,Set Cover:11; Unique Games:6; Vertex Cover:50,Unique Games Conjecture:5
arxiv:2506.16956,2506.16956,The Proof Analysis Problem,2025,,proof-complexity,ok,70,285463,AM:46; FP:12; FZPP:2; NC:1; NP:69; SIZE:3; TFNP:4; VNC:1; coNP:8,Kolmogorov Complexity:5; MCSP:3; MKTP:1; Pigeonhole:53; SAT:93; Set Disjointness:16,Cryptographic Assumptions:5
arxiv:2506.17066,2506.17066,Quantum k-SAT Related Hypergraph Problems,2025,,parameterized; quantum-complexity,ok,45,104320,FPT:8; NP:22; P:3; QMA:3; QMA1:3; QP:3,3SAT:5; Dominating Set:1; Local Hamiltonian:7; SAT:3; Set Cover:23; Vertex Cover:2,
arxiv:2506.19792,2506.19792,Collapses in quantum-classical probabilistically checkable proofs and the quantum polynomial hierarchy,2025,,hardness-of-approximation; interactive-proofs; quantum-complexity; structural,ok,27,82285,BPP:1; BQP:13; CH:2; EXP^PP:1; MIPstar:2; NEXP:2; NP:8; P:9; PCP:8; PH:1; PP:1; PSPACE:7; QCMA:7; QCPH:11; QMA:21; QMA^QMA^QMA:1; RP:2,SAT:9; Simon/Bernstein-Vazirani:2,P != NP:1; PH does not collapse:1
doi:10.46298/lmcs-22(2:14)2026,2506.20221,On $NP \cap coNP$ proof complexity generators,2025,,proof-complexity,ok,5,25453,NP:13; SigmaP:5; coNP:11,SAT:7,P != NP:1
arxiv:2507.01192,2507.01192,PCPP-Based Reconfiguration Inapproximability: Query Complexity vs. Soundness Gap Trade-offs,2025,,hardness-of-approximation; interactive-proofs; query-complexity,ok,13,35428,NP:5; PCP:4; PSPACE:17,3SAT:4; CSP:31; Error-Correcting Code:3; Majority:2,
arxiv:2507.08693,2507.08693,On the Constant-Factor Approximability of Minimum Cost Constraint Satisfaction Problems,2025,,descriptive-logic; hardness-of-approximation,ok,51,86410,NP:32,CSP:52; Graph Coloring:1; Majority:16; Unique Games:5; Vertex Cover:10,P != NP:11; Unique Games Conjecture:15
arxiv:2507.11080,2507.11080,FPT Parameterisations of Fractional and Generalised Hypertree Width,2025,,descriptive-logic; parameterized,ok,94,182710,FPT:40; P:4; XP:1; paraNP:2,Clique:1; Graph Coloring:9; Independent Set:19; Pigeonhole:1; Set Cover:1,
arxiv:2507.11291,2507.11291,Permutation patterns in streams,2025,,space-complexity,ok,21,73984,NP:1,Index:1; Parity:3; Set Disjointness:17,
arxiv:2507.11484,2507.11484,Multipass Linear Sketches for Geometric LP-Type Problems,2025,,space-complexity,ok,34,155312,,Index:6,
arxiv:2507.12244,2507.12244,Which graph motif parameters count?,2025,,counting-complexity; structural,ok,51,171640,GapP:2; IP:10; P:1; PH:1; PLS:1; PPAD:1; SPP:1; TFNP:5; UP:1; coNP:1; sharpP:59,Determinant:1,PH does not collapse:1; Random Oracle / Relativization:2
arxiv:2507.13576,2507.13576,A Proposed Characterization of p-Simulation Between Theories,2025,,average-case; circuit-complexity,gone,0,0,,,
arxiv:2507.19108,2507.19108,Downward self-reducibility in the total function polynomial hierarchy,2025,,structural; total-search,ok,73,141839,BPP:3; CLS:2; E:5; E^NP:3; FNP:3; FP:7; FP^NP:5; FS2P:10; FZPP^NP:3; MA:3; NP:30; P:12; PLS:85; PLS^NP:3; PLS^Sigma2P:14; PPAD^NP:1; PPA^NP:2; PPP:4; PPP^NP:1; PPP^Sigma2P:3; PSPACE:9; P^NP:1; S2P:2; Sigma2P:37; Sigma3P:10; TFNP:56; UEOPL:47; UEOPL^NP:23; ZPP^Sigma2P:4; coNP:7; sharpP:2,Error-Correcting Code:3; Hamiltonian Path/Cycle:1; Parity:5; Pigeonhole:3; QBF/TQBF:1; Range Avoidance:5; Rigid Matrix:6; SAT:9; Subset Sum:1,P != NP:2; Random Oracle / Relativization:1
arxiv:2507.22265,2507.22265,Cell-Probe Lower Bounds via Semi-Random CSP Refutation: Simplified and the Odd-Locality Case,2025,,average-case; circuit-complexity; derandomization,ok,23,95332,FP^NP:3; NC0:10; NP:8; TFNP:2; coNP:2,CSP:13; Index:1; Parity:5; Range Avoidance:13; Rigid Matrix:1; SAT:1,
arxiv:2507.22819,2507.22819,Reducing the complexity of computing the values of a Nash equilibrium,2025,,total-search,pdf-only,0,0,,,
doi:10.1016/j.tcs.2026.115990,2507.23345,The PPP-completeness of the Ward-Szabo theorem,2025,,total-search,ok,30,67040,FNP:3; NP:1; PLS:1; PPADS:8; PPP:59; PWPP:13; TFNP:26,Factoring/Discrete Log:1; Nash Equilibrium:1; Partition Function:2; Pigeonhole:23,
arxiv:2508.00276,2508.00276,Asymptotically Optimal Inapproximability of E$k$-SAT Reconfiguration,2025,,hardness-of-approximation,ok,27,150582,NP:19; PCP:6; PSPACE:3,3SAT:2; CSP:3; Independent Set:2; SAT:6; Set Cover:9; Subset Sum:1; Unique Games:1; Vertex Cover:1,Unique Games Conjecture:1
arxiv:2508.00396,2508.00396,Proof complexity of Mal'tsev CSP,2025,,counting-complexity; proof-complexity,ok,41,122093,FP:1; NP:6,CSP:96; Majority:12,
arxiv:2508.07619,2508.07619,Counting Martingales for Measure and Dimension in Complexity Classes,2025,,average-case; circuit-complexity; counting-complexity; meta-complexity; quantum-complexity; space-complexity,ok,60,146363,AWPP:4; BPE:3; BPP:15; BPTIME:4; BQP:16; DTIME:1; DeltaP:26; E:43; EXP:5; E^NP:8; FP:12; GapP:112; GapP^SPP:1; NE:17; NP:49; NPSV:1; P:101; PH:3; PP:5; PSPACE:16; P^NP:1; SIZE:41; SPP:19; SigmaP:1; UP:16; sharpP:8,Kolmogorov Complexity:21; MCSP:18,One-Way Functions Exist:5
arxiv:2508.10204,2508.10204,Spatial Branch-and-Bound for Computing Multiplayer Nash Equilibrium,2025,,total-search,ok,5,103505,NE:95; PPAD:3,Majority:1; Nash Equilibrium:20,
